card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
Amex Platinum Reserve credit card,American Express,Amex,,"[""Experience"", ""Travel Booking""]",10000,,,2% to 5%,"[{""child"": ""Earn 1 Reward Points per ₹50 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Meatigo""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Tata Cliq Fashion""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Tata Cliq Luxury""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Air India""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Darveys""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Dyson""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Lenovo""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Tanishq""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Uniqlo""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Nykaa""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Amex Shopwise""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Myntra""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""IGP""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Koskii""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Nykaa Fashion""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Forest Essentials""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Wellbeing Nutrition""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Puma""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Acer""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""MakeMyTrip""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Ajio""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Apple""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Aurelia""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Croma""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Mokobara""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Farfetch""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Flipkart""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""HPCL""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""Get a Welcome Gift of 11,000 Bonus Membership Rewards Points."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 50000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Flipkart, BookMyShow, or other brand vouchers worth ₹1,000."", ""milestoneType"": ""MONTH""}, {""milestoneNumber"": 3, ""spent"": 1000000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""3 per quarter""], ""eligibility"": [""No explicit spend condition""]}, {""maintitle"": ""International lounge"", ""limit"": [""2 per year""], ""eligibility"": [""""]}]",,,,"[{""mainTitle"": ""Accor Plus"", ""child"": ""Accor Plus membership""}, {""mainTitle"": ""Concierge"", ""child"": ""Platinum Concierge""}, {""mainTitle"": ""Dining"", ""child"": ""Upto 20% Discount on Your Dining Bills""}, {""mainTitle"": ""EazyDiner"", ""child"": ""EazyDiner Prime membership""}, {""mainTitle"": ""Golf"", ""child"": ""Complimentary Golf Rounds""}, {""mainTitle"": ""ICICI"", ""child"": ""ICICI Lombard General Insurance""}, {""mainTitle"": ""Insurance"", ""child"": ""Air Accident Insurance""}, {""mainTitle"": ""Priority Pass"", ""child"": ""Priority Pass membership""}, {""mainTitle"": ""Taj Epicure"", ""child"": ""Taj Epicure membership""}]","[""Accor Plus membership"", ""Platinum Concierge"", ""Upto 20% Discount on Your Dining Bills"", ""EazyDiner Prime membership"", ""Complimentary Golf Rounds"", ""ICICI Lombard General Insurance"", ""Air Accident Insurance"", ""Priority Pass membership"", ""Taj Epicure membership""]",,,,savesage.club,https://savesage.club/credit-card/amex-platinum-reserve
Amex Platinum Travel credit card,American Express,Amex,,"[""Airline Transfer"", ""Hotel Transfer""]",5000,,,3% to 6%,"[{""child"": ""Earn 1 Reward Points per ₹50 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Amex Shopwise""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Nykaa""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Nykaa Fashion""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Puma""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Tanishq""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Uniqlo""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Forest Essentials""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Ajio""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Croma""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""IGP""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Koskii""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Mokobara""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Myntra""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Acer""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Apple""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Wellbeing Nutrition""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Aurelia""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Dyson""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Farfetch""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Flipkart""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Lenovo""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""MakeMyTrip""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""HPCL""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 190000, ""cycleType"": ""STATEMENT"", ""benefits"": ""7,500 Membership Reward Points"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 400000, ""cycleType"": ""STATEMENT"", ""benefits"": ""10,000 Membership Reward Points"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 3, ""spent"": 700000, ""cycleType"": ""STATEMENT"", ""benefits"": ""22,500 Membership Rewards Points + 10K Taj Experience E-Gift Card"", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""No explicit spend condition""]}]",,,,"[{""mainTitle"": ""Concierge"", ""child"": ""24x7 Concierge Services""}, {""mainTitle"": ""Dining"", ""child"": ""Upto 20% Discount in Dining Bills""}, {""mainTitle"": ""Insurance"", ""child"": ""Lost Card Liability""}, {""mainTitle"": ""Priority Pass"", ""child"": ""Priority Pass membership""}]","[""24x7 Concierge Services"", ""Upto 20% Discount in Dining Bills"", ""Lost Card Liability"", ""Priority Pass membership""]",,,,savesage.club,https://savesage.club/credit-card/amex-platinum-travel
Amex Smartearn credit card,American Express,Amex,,"[""Cashback""]",495,,,1% to 2%,"[{""child"": ""Earn 1 Reward Points per ₹50 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹50 spent"", ""name"": ""Blinkit""}, {""child"": ""Earn 10 Reward Points per ₹50 spent"", ""name"": ""PVR""}, {""child"": ""Earn 10 Reward Points per ₹50 spent"", ""name"": ""BookMyShow""}, {""child"": ""Earn 10 Reward Points per ₹50 spent"", ""name"": ""Myntra""}, {""child"": ""Earn 10 Reward Points per ₹50 spent"", ""name"": ""Nykaa""}, {""child"": ""Earn 10 Reward Points per ₹50 spent"", ""name"": ""EaseMyTrip""}, {""child"": ""Earn 10 Reward Points per ₹50 spent"", ""name"": ""Ajio""}, {""child"": ""Earn 10 Reward Points per ₹50 spent"", ""name"": ""Uber""}, {""child"": ""Earn 10 Reward Points per ₹50 spent"", ""name"": ""Flipkart""}, {""child"": ""Earn 10 Reward Points per ₹50 spent"", ""name"": ""Zomato""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Amazon""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Nykaa Fashion""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Tanishq""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Forest Essentials""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Uniqlo""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Koskii""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""IGP""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Lenovo""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Mokobara""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Acer""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Dyson""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Farfetch""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Tata Cliq Fashion""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Apple""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Croma""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""MakeMyTrip""}, {""child"": "" No Reward Points on this category."", ""name"": ""HPCL""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 10000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Rs. 500 cashback"", ""milestoneType"": ""QUARTER""}, {""milestoneNumber"": 2, ""spent"": 40000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 3, ""spent"": 120000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Get a voucher of ₹500 from top brands."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 4, ""spent"": 180000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Get an additional voucher of ₹500."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 5, ""spent"": 240000, ""cycleType"": ""STATEMENT"", ""benefits"": ""An additional voucher of ₹500."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/amex-smartearn
Amex Payback credit card,American Express,Amex,,"[""Cashback""]",750,,,1% to 2%,"[{""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""HPCL""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 125000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Voucher worth 2,000."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 250000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Voucher worth 7,000."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/amex-payback
BOB Premier credit card,Bank of Baroda,BOB,,"[""Experience"", ""Travel Booking""]",1000,,,1% to 2%,"[{""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""International""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Travel""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Select Merchants""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""500 bonus reward points on spends of Rs. 5000 or more within 60 days of card issuance."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 120000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""1 per quarter""], ""eligibility"": [""Spend ₹20K in the previous calendar quarter.""]}]",,,,"[{""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹400 off""}, {""mainTitle"": ""Insurance"", ""child"": ""Personal Accident""}]","[""Upto ₹400 off"", ""Personal Accident""]",,,,savesage.club,https://savesage.club/credit-card/bob-premier
BOB Easy credit card,Bank of Baroda,BOB,,[],500,,,NA,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Select Merchants""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,"[{""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹400 off""}, {""mainTitle"": ""Insurance"", ""child"": ""Personal Accident""}]","[""Upto ₹400 off"", ""Personal Accident""]",,,,savesage.club,https://savesage.club/credit-card/bob-easy
BOB Select credit card,Bank of Baroda,BOB,,"[""Cashback""]",750,,,0.5% to 1%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Online""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""500 bonus reward points on spends of Rs. 5000 or more within 60 days of card issuance."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 7500, ""cycleType"": ""STATEMENT"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 3, ""spent"": 70000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,"[{""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹400 off""}, {""mainTitle"": ""Insurance"", ""child"": ""Personal Accident""}]","[""Upto ₹400 off"", ""Personal Accident""]",,,,savesage.club,https://savesage.club/credit-card/bob-select
BOB IRCTC credit card,Bank of Baroda,BOB,,"[""Experience"", ""Travel Booking""]",500,,,2% to 4%,"[{""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 40 Reward Points per ₹100 spent"", ""name"": ""IRCTC""}, {""child"": ""Earn 4 Reward Points per ₹100 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 5000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Earn 500 reward points"", ""milestoneType"": ""DAYS""}, {""milestoneNumber"": 2, ""spent"": 75000, ""cycleType"": ""STATEMENT"", ""benefits"": ""500 reward points on reaching quarterly spends of ₹75,000."", ""milestoneType"": ""QUARTER""}]",[],,,,"[{""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹400 off""}]","[""Upto ₹400 off""]",,,,savesage.club,https://savesage.club/credit-card/bob-irctc
BOB Prime credit card,Bank of Baroda,BOB,,"[""Cashback""]",0,,,1% to 2%,"[{""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Select Merchants""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,"[{""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹400 off""}, {""mainTitle"": ""Insurance"", ""child"": ""Personal Accident""}]","[""Upto ₹400 off"", ""Personal Accident""]",,,,savesage.club,https://savesage.club/credit-card/bob-prime
BOB HPCL Energie credit card,Bank of Baroda,BOB,,"[""Cashback""]",499,,,2% to 4%,"[{""child"": ""Earn 2 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 24 Reward Points per ₹150 spent"", ""name"": ""HPCL""}, {""child"": ""Earn 10 Reward Points per ₹150 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 10 Reward Points per ₹150 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 1.5 Reward Points per ₹150 spent"", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel (Other than HPCL)""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 5000, ""cycleType"": ""STATEMENT"", ""benefits"": ""500 joining bonus reward points"", ""milestoneType"": ""DAYS""}, {""milestoneNumber"": 2, ""spent"": 50000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""1 per quarter""], ""eligibility"": [""Spend ₹20K in the previous calendar quarter.""]}]",,,,"[{""mainTitle"": ""District"", ""child"": ""25% Discount on Movie Tickets""}, {""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹400 off""}]","[""25% Discount on Movie Tickets"", ""Upto ₹400 off""]",,,,savesage.club,https://savesage.club/credit-card/bob-hpcl-energie
BOB Eterna credit card,Bank of Baroda,BOB,,"[""Experience""]",2499,,,1% to 3%,"[{""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 15 Reward Points per ₹100 spent"", ""name"": ""International""}, {""child"": ""Earn 15 Reward Points per ₹100 spent"", ""name"": ""Online Travel Agencies""}, {""child"": ""Earn 15 Reward Points per ₹100 spent"", ""name"": ""Online Shopping""}, {""child"": ""Earn 15 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 15 Reward Points per ₹100 spent"", ""name"": ""Movies""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""Complimentary FITPASS PRO membership"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 25000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""DAYS""}, {""milestoneNumber"": 3, ""spent"": 50000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Earn 10,000 bonus reward points"", ""milestoneType"": ""DAYS""}, {""milestoneNumber"": 4, ""spent"": 250000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 5, ""spent"": 500000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Get 20,000 bonus RPs."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""Unlimited""], ""eligibility"": [""Spend Rs. 40,000 in preceding calendar quarter.""]}]",,,,"[{""mainTitle"": ""Dining"", ""child"": ""250+ Culinary Deals""}, {""mainTitle"": ""District"", ""child"": ""Buy One Get One Free""}, {""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹400 off""}, {""mainTitle"": ""Insurance"", ""child"": ""Personal Accidental death cover""}]","[""250+ Culinary Deals"", ""Buy One Get One Free"", ""Upto ₹400 off"", ""Personal Accidental death cover""]",,,,savesage.club,https://savesage.club/credit-card/bob-eterna
BOB Snapdeal credit card,Bank of Baroda,BOB,,"[""Experience"", ""Travel Booking""]",249,,,2% to 3%,"[{""child"": ""Earn 4 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 20 Reward Points per ₹100 spent"", ""name"": ""Snapdeal""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Online""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Departmental Stores""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 4 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,"[{""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹400 off""}]","[""Upto ₹400 off""]",,,,savesage.club,https://savesage.club/credit-card/bob-snapdeal
